Date,Open,High,Low,Close,Volume
2021-01-04,1482.17,1500.01,1478.7,1495.43,5172334316
2021-01-05,1492.19,1506.89,1474.76,1489.56,6659180251
2021-01-06,1501.61,1509.49,1497.09,1505.42,5330873316
2021-01-07,1511.6,1522.7,1505.7,1522.24,6175892377
2021-01-08,1526.51,1542.75,1519.8,1540.61,5500828088
2021-01-11,1539.96,1557.45,1522.25,1536.19,5408869256
2021-01-12,1549.04,1556.35,1537.38,1549.53,5168557356
2021-01-13,1559.77,1567.88,1545.26,1559.28,4878475273
2021-01-14,1567.11,1568.06,1542.17,1546.6,4811686766
2021-01-15,1536.82,1547.84,1516.14,1524.49,4762625394
2021-01-18,1525.45,1558.81,1508.9,1556.77,4677723000
2021-01-19,1569.56,1578.3,1561.02,1565.01,4837702091
2021-01-20,1573.37,1574.3,1552.1,1569.35,4559421501
2021-01-21,1578.03,1582.04,1551.57,1551.57,5612415451
2021-01-22,1551.47,1555.59,1525.93,1542.45,4687438551
2021-01-25,1556.57,1560.13,1536.97,1540.21,4811784690
2021-01-26,1538.03,1548.61,1516.81,1536.11,5298756721
2021-01-27,1536.13,1541.01,1467,1467,5789300558
2021-01-28,1453.37,1498.43,1431.32,1498.32,5830524382
2021-01-29,1485.21,1495.54,1469.55,1473.45,4511590482
2021-02-01,1484.86,1500.88,1471.54,1492.45,3818595474
2021-02-02,1505.09,1517.53,1500.04,1511.43,4768154867
2021-02-03,1520.7,1533.55,1509.18,1533.55,5128373803
2021-02-04,1537.65,1544.63,1530.82,1534.9,4217777653
2021-02-05,1544.79,1549.51,1527.17,1527.17,3818195733
2021-02-08,1540.22,1542.44,1519,1534.91,6523204326
2021-02-09,1538.53,1551.83,1535.59,1544.05,5427787640
2021-02-10,1553.41,1556.7,1536.44,1547.11,3953836996
2021-02-11,1548.69,1558.08,1543.67,1545.59,3343474021
2021-02-12,1542.5,1548.69,1526.72,1538.44,3016910069
2021-02-15,1551.12,1565.83,1547.38,1562.49,2959156113
2021-02-16,1569.12,1575.7,1522.08,1542.82,5626114880
2021-02-17,1550.49,1553.41,1529.93,1540.59,5053711590
2021-02-18,1548.04,1562.83,1544.22,1546.41,4680451708
2021-02-19,1551.54,1567.42,1550.14,1560.34,4235697248
2021-02-22,1563.08,1569.84,1547.49,1550.61,4048658823
2021-02-23,1558.03,1560.29,1515.25,1517.86,5095610160
2021-02-24,1506.53,1523.19,1483.02,1483.02,4253745822
2021-02-25,1510.32,1514.81,1460.36,1488.21,4432962277
2021-02-26,1457.18,1480.04,1443.17,1471.39,3712196471
2021-03-01,1491.88,1527.45,1491.13,1527.45,3241634830
2021-03-02,1526.36,1537.46,1518.51,1528.82,4695222616
2021-03-03,1538.8,1553.96,1526.54,1531.05,4182944989
2021-03-04,1527.07,1542.65,1523.2,1538.04,3296335111
2021-03-05,1534.4,1546.08,1528.47,1541.98,3402004729
2021-03-08,1549.62,1553.81,1526.58,1530.27,3557388366
2021-03-09,1542.04,1553.23,1534.99,1549.15,3047242194
2021-03-10,1551.3,1565.97,1551.3,1564.94,3002423385
2021-03-11,1574.58,1580.03,1551.88,1556.49,3102707486
2021-03-12,1558.33,1561.65,1549.31,1557.39,2623930916
2021-03-15,1558.78,1566.39,1553.49,1555.47,2092203729
2021-03-16,1561.41,1572.91,1557.54,1570.42,2174588372
2021-03-17,1574.78,1589.47,1562.11,1562.11,2854913868
2021-03-18,1567.79,1574.56,1548.24,1550.93,3571672941
2021-03-19,1548.53,1553.93,1511.29,1528.99,3191601509
2021-03-22,1491.99,1491.99,1378.56,1379.25,1956226810
2021-03-23,1335.76,1402.99,1256.32,1377.43,5739708935
2021-03-24,1377.37,1421.93,1371.72,1413.86,4122592259
2021-03-25,1416.99,1432.62,1394.19,1394.36,3506861687
2021-03-26,1409.2,1412.35,1359.15,1382.15,2953052324
2021-03-29,1385.74,1398.89,1382.47,1392.57,2666302416
2021-03-30,1392.84,1400.77,1371.43,1395.79,3348091430
2021-03-31,1397.47,1403.75,1389.86,1391.73,2389183217
2021-04-01,1399.34,1426.56,1399.34,1426.56,3171634665
2021-04-02,1434.91,1438.88,1423.51,1430.19,2193425193
2021-04-05,1428.99,1443.02,1428.88,1442.06,2562662089
2021-04-06,1442.88,1445.13,1419.66,1420.59,2647194891
2021-04-07,1420.94,1422.48,1402.36,1417.89,2778656360
2021-04-08,1422.22,1430.34,1415.06,1416.55,2096631664
2021-04-09,1413.18,1414.95,1373.65,1393.24,2874952015
2021-04-12,1393.47,1398.12,1374.67,1375.91,2304203961
2021-04-13,1380.11,1386.36,1352.74,1378.37,2863563667
2021-04-14,1380.71,1409.19,1380.71,1409.19,2625140569
2021-04-15,1409.76,1418.52,1398.28,1407.76,4190463324
2021-04-16,1405.5,1412.56,1400.49,1408.14,2315175662
2021-04-19,1409.85,1416.03,1377.23,1377.23,2490437860
2021-04-20,1376.37,1385.88,1357.26,1365.27,2563178681
2021-04-21,1363.87,1365.5,1308.52,1330.48,2306410735
2021-04-22,1320.16,1345.5,1309.23,1345.15,2092726692
2021-04-26,1343.85,1374,1343.58,1374,1948162918
2021-04-27,1381.73,1397.61,1381.73,1392,1868473840
2021-04-28,1391.47,1394.64,1379.93,1385.91,1688653117
2021-04-29,1390.92,1406.51,1390.92,1401.52,1549958027
2021-04-30,1399.05,1405.91,1396.49,1397.82,1838903629
2021-05-03,1400.15,1421.15,1400.15,1421.15,1946216092
2021-05-04,1423.21,1428.07,1411,1416.25,2277662739
2021-05-05,1419.58,1425.04,1409.33,1420,1787262479
2021-05-06,1422.56,1434.72,1422.56,1427.73,2291622097
2021-05-07,1432.25,1444.79,1423.39,1441.33,4002061819
2021-05-10,1448.99,1462.47,1447.91,1460.9,2494390451
2021-05-11,1447.96,1455.89,1438.38,1444.87,2484579060
2021-05-12,1441.41,1444.98,1437.66,1441.33,922312240
2021-05-17,1446.96,1455.48,1445.61,1454.25,1993605262
2021-05-18,1461.15,1465.56,1459.57,1459.57,2164820677
2021-05-20,1451.87,1454.81,1439.36,1449.82,2326522282
2021-05-21,1456.44,1462.28,1449.28,1451.84,1965520762
2021-05-24,1453.69,1457.77,1441.7,1452.18,2019625149
2021-05-25,1457.48,1459.26,1400.22,1400.22,3335779461
2021-05-26,1413.12,1427.06,1392.87,1427.06,2647966980
2021-05-27,1426.55,1428.87,1411.46,1415.03,2540002922
2021-05-28,1413.12,1422.8,1401.25,1422.06,2097371679
2021-05-31,1423.09,1427.44,1414.32,1420.49,2036537257
2021-06-01,1424.47,1433.55,1423,1432.04,2077004560
2021-06-02,1420.4,1434.79,1418.77,1430.73,2234180880
2021-06-03,1434.72,1441.15,1411.52,1428.13,2642229881
2021-06-04,1428.91,1435.24,1427.4,1432.93,1873471819
2021-06-07,1433.96,1450.55,1432.64,1447.08,1965621469
2021-06-08,1447.49,1453.9,1443.39,1447.59,1951616143
2021-06-09,1449.85,1453.36,1445.69,1449.17,2037958741
2021-06-10,1453.24,1461.97,1449.64,1456.68,2403240854
2021-06-11,1461.22,1464.49,1455.39,1460.86,2225669757
2021-06-14,1466.57,1468.95,1450.67,1454.25,1846455056
2021-06-15,1451.06,1456.56,1431.7,1442.56,2806272733
2021-06-16,1441.36,1444.79,1431.31,1431.31,1735503083
2021-06-17,1423,1429.23,1413.58,1414.15,2114642951
2021-06-18,1417.95,1422.29,1388.71,1391.06,2103404011
2021-06-21,1388.2,1398.52,1378.34,1398.52,1858341036
2021-06-22,1402.88,1411.44,1394.25,1409.85,1748724696
2021-06-23,1415.44,1419.77,1401.32,1402.35,2100973930
2021-06-24,1405.26,1416.14,1405.17,1410.79,1765543594
2021-06-25,1413.99,1414.88,1391.69,1391.86,1498646554
2021-06-28,1395.16,1397.55,1368.24,1373.25,2037697008
2021-06-29,1371.96,1374.74,1351.64,1371.67,1946070009
2021-06-30,1374.94,1376.71,1352.23,1356.34,1867293669
2021-07-01,1358.2,1372.78,1358.2,1372.78,1346010612
2021-07-02,1376.88,1379.79,1367.68,1376.67,1310982201
2021-07-05,1375.97,1392.64,1375.72,1392.64,1335786512
2021-07-06,1394.72,1399.9,1382.58,1382.58,1792918705
2021-07-07,1384.57,1392.84,1383.97,1390.58,1549805843
2021-07-08,1387.74,1390.89,1372.54,1372.98,1546486622
2021-07-09,1374.44,1381.74,1371.53,1378.28,1461975749
2021-07-12,1378.63,1382.45,1355.23,1356.96,1641193515
2021-07-13,1358.27,1360.14,1341.52,1346.84,1382851143
2021-07-14,1349.22,1368.98,1349.22,1367.25,1149980181
2021-07-16,1370.32,1373.63,1356.95,1363.28,999354743
2021-07-19,1357.93,1357.93,1348.39,1351.59,498072903
2021-07-26,1355.54,1362.57,1345.52,1349.11,1482276606
2021-07-27,1348.08,1360.5,1341.93,1359.55,1492338387
2021-07-28,1358.79,1367.63,1355.23,1360.75,1414616656
2021-07-29,1370.52,1393.37,1370.52,1391.64,1634795644
2021-07-30,1383.25,1392.91,1380.02,1392.91,1844733683
2021-08-02,1397.98,1405.63,1394.66,1399.65,2217851813
2021-08-03,1402.26,1409.36,1394.27,1408.81,2326902344
2021-08-04,1411.9,1422.34,1411.9,1413.8,1992079725
2021-08-05,1409.05,1431.78,1407.56,1431.78,2067903243
2021-08-06,1433.6,1440.53,1425.06,1434.76,1874569374
2021-08-09,1436.85,1443.29,1431.75,1432.61,1846778701
2021-08-10,1429.51,1441.81,1426.47,1437.46,1929244810
2021-08-11,1438.92,1439.48,1409.81,1410.87,2142438999
2021-08-12,1419.69,1447.63,1419.69,1444.46,2029626602
2021-08-13,1444.82,1449.25,1440.09,1447.64,1385371696
2021-08-16,1451.33,1461.96,1451.33,1455.25,2053214447
2021-08-17,1454.14,1461.69,1449.58,1461.69,1876365790
2021-08-18,1465.81,1467.16,1448.48,1449.59,2133101725
2021-08-19,1441.38,1445.74,1433.85,1439.86,1744761996
2021-08-20,1439.62,1449.27,1432.4,1444.63,1630931299
2021-08-23,1454.91,1463.07,1453.68,1459.33,1715242627
2021-08-24,1465.18,1472.46,1463.91,1465.89,1664033738
2021-08-25,1465.28,1471.43,1451.92,1453.3,1863153568
2021-08-26,1456,1463.79,1445.17,1448.52,1705162421
2021-08-27,1450.87,1458.23,1444.11,1458.23,1591599644
2021-08-31,1467.18,1474.47,1463.01,1472.07,1885264982
2021-09-01,1475.62,1478.96,1468.42,1474.13,1658639381
2021-09-02,1474.85,1484.95,1472.05,1479.12,1526001514
2021-09-03,1480.35,1482.11,1464.8,1468.67,1772196800
2021-09-06,1469.75,1478.73,1469.75,1474.72,1697623598
2021-09-07,1474.21,1476.33,1454.74,1454.74,1847168879
2021-09-08,1454.83,1457.27,1432.54,1433.85,1951801255
2021-09-09,1430.98,1452.67,1427.77,1452.67,1692677488
2021-09-10,1455.46,1457.1,1437.62,1438.72,1509835891
2021-09-13,1439.75,1447.96,1433.75,1438.28,1604110347
2021-09-14,1440.67,1443.5,1428.96,1434.43,1744666780
2021-09-15,1433.86,1440.9,1420.38,1423.97,1605647822
2021-09-16,1423.95,1434.74,1412.78,1418.03,1537059260
2021-09-17,1424.04,1427.07,1412.23,1419.43,1543991453
2021-09-20,1407.67,1407.67,1386.33,1391.91,1741752968
2021-09-21,1400.84,1403.76,1383.35,1385.61,1699234297
2021-09-22,1393.25,1407.46,1385.48,1407.46,1500384725
2021-09-23,1409.28,1417.45,1394.35,1401.46,2679240183
2021-09-24,1397.36,1397.36,1376.01,1384.68,2025777977
2021-09-27,1393.19,1397.71,1380.81,1391.74,1675935787
2021-09-28,1391.44,1393.38,1379.13,1383.77,1866974909
2021-09-29,1392.13,1396.67,1389.85,1391.92,1717260727
2021-09-30,1393.64,1409.19,1386.09,1406.39,2066752317
2021-10-01,1398.93,1407.79,1394.55,1401.46,1530063390
2021-10-04,1402.73,1407.84,1394.37,1394.37,1584796398
2021-10-05,1396.11,1396.44,1388.54,1391.65,1666252274
2021-10-06,1390.72,1392.4,1371.54,1371.69,2269729379
2021-10-07,1385.05,1397.93,1385.05,1396.92,2045920928
2021-10-08,1398.04,1404.6,1393.56,1398,1927529670
2021-10-11,1401.59,1419.7,1401.59,1416.3,1704524950
2021-10-12,1409.42,1423.02,1408.01,1416.82,2144789021
2021-10-13,1421.31,1432.13,1408.21,1413.54,2563603180
2021-10-14,1412.17,1422.44,1407.88,1411.75,1775404053
2021-10-15,1417.45,1421.69,1397.15,1409.56,2608280174
2021-10-18,1411.38,1419.22,1407.87,1417.7,2047698748
2021-10-19,1423.81,1434.67,1423.81,1429.85,1906715267
2021-10-20,1432.24,1437.93,1427.67,1432.8,2208567695
2021-10-21,1433.29,1455.42,1417.21,1455.42,3429893001
2021-10-22,1456.07,1484.89,1453.97,1479.93,2706668897
2021-10-25,1474.97,1495.1,1470.59,1492.93,3060693389
2021-10-26,1501.17,1512.74,1501.17,1509.2,2246666480
2021-10-27,1507.77,1520.66,1503.03,1519.25,2927463731
2021-10-28,1518.91,1524.65,1516.54,1522.04,1095133982
2021-11-01,1522.28,1538.52,1516.24,1536.32,2569173374
2021-11-02,1538.77,1545.88,1528.42,1533.05,2649191571
2021-11-03,1532.93,1547.03,1491.67,1547.03,4390871147
2021-11-04,1562.15,1577.36,1562.15,1575.67,3995947326
2021-11-05,1575.83,1586.59,1568.82,1583.59,3136853606
2021-11-08,1589.43,1609.07,1589.23,1608.54,3176989900
2021-11-09,1612.01,1631.45,1605.41,1615.64,4438372254
2021-11-10,1618.06,1627.22,1603.78,1624.09,3398869726
2021-11-11,1622.02,1643.82,1621.49,1625.06,4057827419
2021-11-12,1631.43,1642.76,1631.43,1638.5,2828953459
2021-11-15,1672.35,1710.79,1672.35,1702.49,4669385514
2021-11-16,1715.41,1725.02,1681.78,1685.6,4893366246
2021-11-17,1683.1,1712.9,1683.1,1707.04,3382413576
2021-11-18,1710.05,1759.19,1697.86,1736.88,6133931589
2021-11-19,1748.72,1759.06,1727.62,1737.33,3616528133
2021-11-22,1751.05,1759.16,1741.17,1755.48,2704386665
2021-11-23,1756.71,1791.82,1746.36,1784.56,5636652889
2021-11-24,1798.96,1834.51,1798.96,1812.3,5032322391
2021-11-25,1816.38,1833.76,1805.97,1819.23,3397984732
2021-11-26,1811.07,1811.07,1760.8,1776.41,3832466007
2021-11-29,1783.06,1811.87,1776.77,1808.79,3044013458
2021-11-30,1807.52,1818.79,1797.16,1809.65,3357224835
2021-12-01,1823.06,1857.83,1823.06,1857.4,3828888263
2021-12-02,1864.14,1882.61,1864.14,1880.06,3626407747
2021-12-03,1896.82,1914.13,1893.67,1910.41,3682426445
2021-12-06,1917.32,1928.14,1898.62,1927.39,3721283833
2021-12-07,1944.56,1984.03,1942.5,1981.04,4351992931
2021-12-08,1990.03,2012.26,1977.85,2004.55,5531176030
2021-12-09,2010.2,2053.47,2010.2,2031.44,4967184384
2021-12-10,2033.62,2042.93,2000.59,2035.48,4362181523
2021-12-13,2047.64,2115.89,2047.64,2101.51,4768326847
2021-12-14,2124.06,2157.74,2124.06,2157.74,6273059246
2021-12-15,2190.61,2195.07,2145.63,2162.26,5558227586
2021-12-16,2183.19,2278.55,2175.5,2278.55,5935348255
2021-12-17,2324.28,2406.87,2071.25,2084.47,8279014278
2021-12-20,2055.37,2149.4,1914.02,2056.36,5040625049
2021-12-21,2077.22,2103.56,1884.66,1892.02,4367949513
2021-12-22,1832.54,1895.54,1783.77,1804.15,4583903082
2021-12-23,1835.33,1849.33,1726.32,1805.3,3806386747
2021-12-24,1820.67,1891.28,1808.93,1891.28,2530669067
2021-12-27,1898.66,1942.53,1873.3,1897.13,3014802659
2021-12-28,1913.31,1916.17,1830.87,1850.48,2584687068
2021-12-29,1847.29,1901.46,1828.6,1895.46,2570994275
2021-12-30,1916.28,1923.7,1860.69,1863.65,2341048341
2021-12-31,1867.71,1885.23,1845.59,1857.65,1643349647
2022-01-03,1871.25,1926.66,1864.79,1926.66,2294101570
2022-01-04,1941.26,1978.12,1925.22,1963.59,3089629764
2022-01-05,1965.52,2006.79,1954.74,2005.29,2388007780
2022-01-06,1993.06,2021.77,1977.66,2007.55,2926993631
2022-01-07,2020.27,2036.08,1994.45,2033.32,3497541171
2022-01-10,2049.54,2071.81,2045.16,2045.16,3135730265
2022-01-11,2060.08,2068.17,2017.99,2046.03,3872105304
2022-01-12,2070.35,2074.76,2055.66,2064.21,3254102375
2022-01-13,2057.47,2086.96,2054.48,2070.65,3395597827
2022-01-14,2071.35,2081.07,2049.32,2072.93,3212724915
2022-01-17,2088.53,2102.97,2083.55,2085.76,3852414913
2022-01-18,2082.81,2086.27,1979.83,1979.83,4150694997
2022-01-19,1978.78,2043.99,1959.4,2042.08,4919945192
2022-01-20,2056.21,2065.84,1984.43,2014.21,5447906911
2022-01-21,2008.05,2021.14,1986.53,2011.16,3146605311
2022-01-24,2004.87,2013.1,1910.29,1910.29,4236164808
2022-01-25,1927.82,1953.33,1880.18,1945.07,2649415832
2022-01-26,1951.17,1975.25,1945.97,1951.17,2140896122
2022-01-27,1920.21,1997.69,1913.54,1997.69,2538193639
2022-01-28,2006.79,2019.43,1976.68,1983.18,2827846644
2022-01-31,2004.29,2009.39,1992.66,2003.2,2308544213
2022-02-01,2013.97,2034.85,2008.69,2015.43,2297661716
2022-02-02,2028.88,2032.68,1994.31,2002.24,3063581997
2022-02-03,1995.68,2013.64,1949.21,1957.9,2542764711
2022-02-04,1969.73,1974.21,1936.97,1943.81,2068611632
2022-02-07,1943.16,1997.58,1908.57,1997.58,2758457282
2022-02-08,1998.55,2019.27,1982.07,2007.14,2394907062
2022-02-09,2022.53,2046.03,2017.38,2042.85,2515053818
2022-02-10,2048.35,2054.86,2029.61,2038.67,2510270176
2022-02-11,2023.04,2052.5,1992.3,2051.05,2477683473
2022-02-14,2024.95,2026.9,1971.11,2001.94,2988971221
2022-02-15,2008.29,2054.78,2006.04,2038.16,2593348508
2022-02-16,2049.91,2057.88,2036.25,2041.43,2123665929
2022-02-17,2049.74,2059.05,2009.99,2009.99,2582484701
2022-02-18,2025.48,2032.44,2004.48,2032.44,1759401956
2022-02-21,2050.09,2060.69,2015.38,2038.06,2272313340
2022-02-22,2007.03,2032.82,1979.94,2017.46,2679280295
2022-02-23,2034.26,2043.39,2016.03,2016.03,2272755869
2022-02-24,1953.15,1953.15,1826.83,1851.38,2428056406
2022-02-25,1883.04,1964.99,1866.34,1952.4,3298695969
2022-02-28,1920.2,1957.47,1912.23,1946.19,2813218165
2022-03-01,1969.13,1994.28,1946.48,1969.91,3185474060
2022-03-02,1974.17,1999.76,1961.63,1986.09,2514380708
2022-03-03,2009.33,2047.01,2009.33,2023.29,2607235496
2022-03-04,2013.91,2024.07,1990.75,1990.75,2904339576
2022-03-07,1982.95,2011.63,1963.76,1997.33,3121038223
2022-03-08,1987,2032.07,1986.03,2011.35,3045058270
2022-03-09,2036.27,2054.99,2031.48,2042.7,3150905840
2022-03-10,2054.59,2068.27,2026.98,2042.01,3284467840
2022-03-11,2045.71,2067.69,2042.94,2053.85,2929252032
2022-03-14,2066.36,2092.59,2066.23,2088.48,2697171982
2022-03-15,2087.49,2101.28,2077.59,2079.38,2858433434
2022-03-16,2092.07,2098.49,2078.2,2088.8,2386829310
2022-03-17,2103.99,2136.26,2103.99,2133.59,2751363830
2022-03-18,2141.09,2148.67,2132.64,2144.26,2219482945
2022-03-21,2160.42,2176.33,2152.44,2175.03,2394237499
2022-03-22,2150.96,2188.81,2146.32,2188.81,2615867640
2022-03-23,2195.45,2203.66,2170.41,2183.1,2995233346
2022-03-24,2187.06,2199.16,2171.51,2176.2,2710492482
2022-03-25,2179.5,2195.23,2173.64,2175.51,2113966308
2022-03-28,2180.21,2192.92,2170.24,2172.48,2834935769
2022-03-29,2181.76,2220.49,2181.76,2206.5,4036650130
2022-03-30,2212.78,2233.53,2212.78,2230.15,3579084093
2022-03-31,2236.21,2245.03,2220.79,2233.3,2979262344
2022-04-01,2238.73,2255.14,2230.35,2251.68,3586423382
2022-04-04,2264.47,2311.4,2264.47,2311.4,4602410731
2022-04-05,2317.48,2343.49,2303.67,2326.29,4698457391
2022-04-06,2328.45,2348.17,2308.27,2316.4,3871056569
2022-04-07,2329.06,2350.8,2329.06,2345.2,3552944163
2022-04-08,2361.15,2395.02,2361.03,2393.39,4827395252
2022-04-11,2402.21,2450.16,2400.92,2449.11,6381746091
2022-04-12,2449.34,2474.7,2421.54,2463.76,6202961549
2022-04-13,2482.66,2497.83,2435.14,2460.43,5347242689
2022-04-14,2480.92,2485.32,2461.54,2475.41,4931704279
2022-04-15,2475.21,2497.41,2471.73,2494.37,3444523661
2022-04-18,2502.65,2515.35,2490.57,2510.31,4574913631
2022-04-19,2524.02,2533.33,2490.96,2519.24,5163027037
2022-04-20,2525.92,2536.49,2502.43,2525.93,4118387950
2022-04-21,2531.68,2562.28,2531.2,2556.81,4768751818
2022-04-22,2550.11,2561,2465.51,2472.5,4807992076
2022-04-25,2471.29,2498.77,2427.6,2482.6,4142991513
2022-04-26,2498.11,2510.27,2402.3,2418.3,4188031837
2022-04-27,2422.91,2453.88,2398.9,2451.43,3498374535
2022-04-28,2460.32,2477.94,2427.86,2428.42,3187487141
2022-04-29,2433.34,2442.79,2404.69,2430.55,2974407460
2022-05-05,2460.8,2491.55,2460.07,2466.26,3101306821
2022-05-06,2460.87,2470.61,2433.32,2458.72,2943399297
2022-05-09,2461.94,2480.57,2441.59,2465.71,3003128562
2022-05-10,2478.49,2494.64,2478.49,2490.17,3126942096
2022-05-11,2498.24,2500.89,2428.75,2453.94,3155532422
2022-05-12,2429,2430.09,2361.77,2390.98,3505163191
2022-05-13,2416.04,2426.94,2397.27,2419.23,2485823927
2022-05-16,2419.06,2424.54,2390.79,2390.79,2773491644
2022-05-17,2401.23,2416.76,2380.1,2394.83,2865110423
2022-05-18,2390.78,2411.57,2382.07,2393.61,2909913366
2022-05-20,2389.75,2407.26,2372.35,2372.35,3083541764
2022-05-23,2392.34,2397.91,2346.12,2380.9,3533172686
2022-05-24,2392.05,2399.31,2372.83,2375,2748134549
2022-05-25,2386.71,2423.83,2383.94,2418.1,2926991188
2022-05-26,2422.8,2455.73,2421.15,2450.84,3022204241
2022-05-27,2454.41,2470.04,2434.17,2438.84,3414820937
2022-05-30,2466.88,2539.12,2466.7,2527.15,3649923902
2022-05-31,2538.89,2553.51,2527.72,2547.09,4558930955
2022-06-01,2554.28,2585.78,2554.28,2568.76,3524793078
2022-06-02,2578.72,2603.34,2565.09,2601.56,3270128617
2022-06-03,2611.22,2623.17,2591.47,2601.25,2947918210
2022-06-06,2619.81,2654.41,2619.81,2648.12,4270946396
2022-06-07,2651.15,2656.17,2619.53,2648.19,3767018104
2022-06-08,2658.55,2684.77,2532.74,2540.36,3906278364
2022-06-09,2546.28,2575.28,2511.36,2571.57,3329038018
2022-06-10,2553.48,2597.94,2527.59,2543.1,3325289970
2022-06-13,2540.28,2552.17,2506.04,2510.14,2672736007
2022-06-14,2526.73,2533.41,2489.82,2508.91,2474740923
2022-06-15,2514.14,2533.81,2501.77,2531.11,2613312663
2022-06-16,2535.82,2544.11,2469.21,2485.36,2792619414
2022-06-17,2491.51,2533.33,2485.82,2533.33,2651803997
2022-06-20,2548.95,2555.1,2511.34,2539.2,2620212319
2022-06-21,2557.11,2582.21,2550.77,2575.86,2721684046
2022-06-22,2572.18,2586.86,2552.05,2574.3,2424694882
2022-06-23,2576.07,2588.68,2533.86,2543.21,2624314208
2022-06-24,2554.76,2570.63,2525.17,2554.08,2511887521
2022-06-27,2539.24,2548.73,2483.01,2529.26,2184403978
2022-06-28,2545.35,2561.14,2471.54,2490.24,2781959046
2022-06-29,2492.58,2494.28,2401.96,2401.96,2696174549
2022-06-30,2400.8,2427.63,2367.78,2405.36,2976960872
